cui	disease_name
C1843042	Craniolenticulosutural Dysplasia
C1843139	Hypercholanemia, Familial
C1843156	Progressive sensorineural hearing impairment
C1843164	Charcot-Marie-Tooth disease, demyelinating, Type 1F
C1843183	Charcot-Marie-Tooth disease, Type 4A, axonal form
C1843225	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E (disorder)
C1843256	IRAK4 Deficiency
C1843292	Skin Fragility-Woolly Hair Syndrome
C1843315	Neuronopathy, Distal Hereditary Motor, Type Viib
C1843463	Ichthyosis, Cyclic, with Epidermolytic Hyperkeratosis
C1843478	Lethal Congenital Contracture Syndrome 2
C1843504	Pontocerebellar Hypoplasia Type 1
C1843632	LEPROSY, SUSCEPTIBILITY TO, 2
C1843832	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2
C1843851	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis
C1843885	Progressive gait ataxia
C1843891	SPINOCEREBELLAR ATAXIA 21
C1843896	Arrhythmogenic Right Ventricular Dysplasia, Familial, 8
C1843921	Postural instability
C1844006	Hydrocephalus, X-Linked, with Congenital Idiopathic Intestinal Pseudoobstruction
C1844579	Exudative Vitreoretinopathy, Familial, X-Linked Recessive
C1844677	DEAFNESS, X-LINKED 1 (disorder)
C1844696	OTOPALATODIGITAL SYNDROME, TYPE II
C1844806	Weight less than 3rd percentile
C1844820	Range of joint movement increased
C1844887	Catel Manzke syndrome
C1844934	Arthrogryposis multiplex congenita, distal, X-linked
C1845051	AMELOGENESIS IMPERFECTA, HYPOPLASTIC/HYPOMATURATION, X-LINKED 2
C1845073	INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 2 (disorder)
C1845076	Lymphoproliferative Syndrome, X-Linked, 2
C1845095	DEAFNESS, X-LINKED 5 (disorder)
C1845146	Holoprosencephaly, Ectrodactyly, and Bilateral Cleft Lip-Palate
C1845167	Dent Disease 2
C1845293	Premature Ovarian Failure 2a
C1845343	Epilepsy, X-Linked, with Variable Learning Disabilities and Behavior Disorders
C1845847	Coarse facial features
C1845861	MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, HYPOGONADISM, AND ABNORMAL GAIT
C1845902	FG SYNDROME 2
C1845987	Neutropenia, Severe Congenital, X-Linked
C1846006	Ectodermal dysplasia, hypohidrotic, with immune deficiency
C1846129	Terminal Osseous Dysplasia and Pigmentary Defects
C1846142	HOYERAAL-HREIDARSSON SYNDROME
C1846148	Skeletal dysplasia coarse facies mental retardation
C1846175	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2 (disorder)
C1846265	Microphthalmia, syndromic 2
C1846278	MENTAL RETARDATION, EPILEPTIC SEIZURES, HYPOGONADISM AND HYPOGENITALISM, MICROCEPHALY, AND OBESITY (disorder)
C1846331	Juvenile-onset dystonia
C1846385	FOCAL CORTICAL DYSPLASIA OF TAYLOR
C1846389	Focal Cortical Dysplasia of Taylor, Type IIb
C1846582	Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa, And Pallidal Degeneration
C1846707	SPINOCEREBELLAR ATAXIA 17
C1846821	Abnormality of coagulation
C1846829	Interosseus muscle atrophy
C1846837	Aortic Aneurysm, Familial Thoracic 2
C1846862	PARKINSON DISEASE 8 (disorder)
C1847089	USHER SYNDROME, TYPE IG
C1847197	Vascular Malformation, Primary Intraosseous
C1847200	ALZHEIMER DISEASE 4
C1847319	PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA
C1847501	Glut1 Deficiency Syndrome
C1847572	SECKEL SYNDROME 2
C1847650	SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES
C1847730	GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO (finding)
C1847762	Cerebellar cyst
C1847823	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F
C1847902	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B (disorder)
C1847967	OVARIOLEUKODYSTROPHY
C1848070	Lissencephaly and agenesis of corpus callosum
C1848201	Subcortical Band Heterotopia
C1848207	Poor speech
C1848213	Periventricular Heterotopia, X-Linked
C1848395	Large for gestational age
C1848534	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1
C1848561	Methylmalonic acidemia with homocystinuria
C1848599	VACTERL Association With Hydrocephalus
C1848604	USHER SYNDROME, TYPE IC
C1848638	USHER SYNDROME, TYPE IB (disorder)
C1848701	Elevated hepatic transaminase
C1848934	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME
C1849096	Infantile onset spinocerebellar ataxia
C1849115	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE (disorder)
C1849140	SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE
C1849185	Elevated 7-dehydrocholesterol
C1849236	Severe combined immunodeficiency, atypical
C1849334	Robinow syndrome, autosomal recessive
C1849348	Richieri Costa Pereira syndrome
C1849508	EPILEPSY, PYRIDOXINE-DEPENDENT
C1849811	Pili torti developmental delay neurological abnormalities
C1850000	Presentey Anomaly
C1850169	OSTEOGENESIS IMPERFECTA, TYPE IX (disorder)
C1850343	Mosaic variegated aneuploidy syndrome 1
C1850395	Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive
C1850456	Progressive microcephaly
C1850598	Leigh Syndrome due to Mitochondrial Complex III Deficiency
C1850625	Native American myopathy
C1850709	Myopathy, Hyaline Body, Autosomal Recessive
C1850764	EPILEPSY, PROGRESSIVE MYOCLONIC 2B
C1850889	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B
C1851102	Fibrosis Of Extraocular Muscles, Congenital, 1
C1851124	Desmoid disease, hereditary
C1851152	SKELETAL DYSPLASIA WITH ACANTHOSIS NIGRICANS
C1851402	Exudative vitreoretinopathy 1
C1851504	Aortic aneurysm, familial thoracic 4
C1851526	Ancell-Spiegler cylindromas
C1851562	Skin fragility with non-scarring blistering
C1851577	ADENOCARCINOMA OF LUNG, RESPONSE TO TYROSINE KINASE INHIBITOR IN, SOMATIC
C1851712	Dural ectasia
C1851943	DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT (disorder)
C1851967	DYSLEXIA, SUSCEPTIBILITY TO, 1
C1852091	INSULIN RESISTANCE, SUSCEPTIBILITY TO
C1852093	Maturity-Onset Diabetes of the Young, Type 1
C1852127	KERATOSIS PALMOPLANTARIS STRIATA II
C1852282	DEAFNESS, AUTOSOMAL DOMINANT 1 (disorder)
C1852296	Darier Disease, Acral Hemorrhagic Type
C1852297	Darier Disease, Segmental
C1852373	Mitochondrial encephalopathy
C1852406	Cutis Gyrata Syndrome of Beare And Stevenson
C1852581	EPILEPSY, BENIGN NEONATAL, 2
C1852924	OI-EDS Combined Syndrome
C1853099	Cornelia de Lange Syndrome 3
C1853102	Cerebrooculofacioskeletal Syndrome 2
C1853116	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8 (disorder)
C1853118	Severe congenital neutropenia
C1853120	Noonan Syndrome 4
C1853137	BRACHYDACTYLY-SYNDACTYLY SYNDROME
C1853139	OPTIC ATROPHY 5 (disorder)
C1853144	Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia
C1853154	Nemaline Myopathy 7
C1853238	Conotruncal defect
C1853249	SPINOCEREBELLAR ATAXIA 28
C1853276	Deafness, Autosomal Recessive 28
C1853278	Bleeding Disorder Due To P2RY12 Defect
C1853396	Primary lateral sclerosis juvenile
C1853445	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET
C1853508	ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2
C1853509	Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome
C1853578	Neuroferritinopathy
C1853623	Fryns-Aftimos Syndrome
C1853736	Congenital Disorder Of Glycosylation, Type IIB
C1853743	Muscular hypotonia of the trunk
C1853863	Cardiomyopathy, Dilated, with Left Ventricular Noncompaction
C1853926	NONAKA MYOPATHY
C1853942	CITRULLINEMIA, TYPE II, NEONATAL-ONSET
C1853965	Dermatitis, Atopic, 2
C1854023	Spinal muscular atrophy, Jerash type
C1854058	SPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE
C1854059	AMYOTROPHIC LATERAL SCLEROSIS, TYPICAL
C1854063	Cardiomyopathy dilated with woolly hair and keratoderma
C1854106	INCLUSION BODY MYOPATHY 3, AUTOSOMAL DOMINANT
C1854114	Short nose
C1854150	Charcot-Marie-Tooth disease, Type 2B2
C1854154	Charcot-Marie-Tooth disease, Type 2B1
C1854260	LEBER CONGENITAL AMAUROSIS 6 (disorder)
C1854274	DEAFNESS, NONSYNDROMIC, MODIFIER 1 (disorder)
C1854275	DEAFNESS, AUTOSOMAL RECESSIVE 26
C1854301	Motor delay
C1854311	Cataract, posterior polar, 3
C1854369	Spinocerebellar ataxia 14
C1854416	MACROCEPHALY/AUTISM SYNDROME
C1854449	Neuropathy, hereditary motor and sensory, Russe type
C1854465	TUBEROUS SCLEROSIS 1 (disorder)
C1854467	Spastic paraplegia 13, autosomal dominant
C1854520	SEBASTIAN SYNDROME
C1854594	DEAFNESS, AUTOSOMAL DOMINANT 23
C1854630	Growth Deficiency and Mental Retardation with Facial Dysmorphism
C1854664	LETHAL CONGENITAL CONTRACTURE SYNDROME 1
C1854882	Absent speech
C1854885	Cerebral dysmyelination
C1855008	Mitochondrial Complex II Deficiency
C1855079	Microcephaly-Micromelia Syndrome
C1855081	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 1
C1855100	Methylmalonyl-CoA Epimerase Deficiency
C1855114	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency
C1855188	Metaphyseal Chondrodysplasia with Retinitis Pigmentosa
C1855229	Spondylometaphyseal dysplasia, Sedaghatian type
C1855305	Ter Haar syndrome
C1855311	Megacystis
C1855371	MAPLE SYRUP URINE DISEASE, TYPE II
C1855433	Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive
C1855472	Acute lymphoblastic leukemia with lymphomatous features
C1855553	Pyruvate Dehydrogenase E3-Binding Protein Deficiency
C1855565	Pyruvate Dehydrogenase E2 Deficiency
C1855577	Erythrocyte Lactate Transporter Defect
C1855627	HAIM-MUNK SYNDROME
C1855705	Jejunal Atresia with Microcephaly and Ocular Anomalies
C1855710	Bone marrow hypocellularity
C1855722	Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation
C1855923	Hyperphosphatasia with Mental Retardation
C1856053	Hydranencephaly with Renal Aplasia-Dysplasia
C1856113	Mowat-Wilson syndrome
C1856115	Happy demeanor
C1856127	Bile acid synthesis defect, congenital, 2
C1856128	Hepatic venoocclusive disease with immunodeficiency
C1856245	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II
C1856255	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Negative
C1856266	Coronal craniosynostosis
C1856408	Infantile encephalopathy
C1856603	Gamma-Glutamylcysteine Synthetase Deficiency, Hemolytic Anemia due to
C1856738	Fibular hypoplasia and complex brachydactyly
C1856895	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 1
C1856934	Epidermolysis bullosa with pyloric atresia
C1857093	DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE (disorder)
C1857144	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1
C1857242	Rhizomelic chondrodysplasia punctata, type 2
C1857252	2,4-Dienoyl-CoA Reductase Deficiency
C1857276	Trichohepatoenteric Syndrome
C1857278	Partial or complete agenesis of corpus callosum
C1857355	Leigh syndrome , French Canadian type
C1857641	Severe postnatal growth retardation
C1857682	Combined Oxidative Phosphorylation Deficiency 4
C1857719	Anemia, Diamond-Blackfan, 3
C1857776	3-@METHYLGLUTACONIC ACIDURIA, TYPE V
C1857779	SENIOR-LOKEN SYNDROME 6
C1857780	JOUBERT SYNDROME 5
C1857802	MORM syndrome
C1857821	LEBER CONGENITAL AMAUROSIS 10 (disorder)
C1857829	Heart-hand syndrome, Slovenian type
C1857941	Brooke-Spiegler syndrome
C1857977	MICROHYDRANENCEPHALY
C1858028	WOLFRAM SYNDROME 2
C1858051	NORTH AMERICAN INDIAN CHILDHOOD CIRRHOSIS
C1858054	BARDET-BIEDL SYNDROME 6
C1858108	Microcephaly, Primary Autosomal Recessive, 3
C1858120	Generalized hypotonia
C1858127	Limb-girdle muscle weakness
C1858154	CARDIOMYOPATHY, DILATED, 1I
C1858172	Deafness, Autosomal Dominant 20
C1858266	Bare Lymphocyte Syndrome, Type I
C1858278	Charcot-Marie-Tooth disease, Type 4B2
C1858279	Charcot-Marie-Tooth disease, Type 4B2, with early-onset glaucoma
C1858301	LEBER CONGENITAL AMAUROSIS 5
C1858302	Ectodermal dysplasia/ skin fragility syndrome
C1858379	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5 (disorder)
C1858380	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7 (disorder)
C1858391	ATAXIA-TELANGIECTASIA-LIKE DISORDER
C1858424	Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency
C1858430	Death in infancy
C1858438	COLORECTAL CANCER, SUSCEPTIBILITY TO
C1858479	Spastic paraplegia 11, autosomal recessive
C1858501	Spinocerebellar Ataxia 12
C1858583	HEMOSIDEROSIS, SYSTEMIC, DUE TO ACERULOPLASMINEMIA
C1858592	Carney Triad
C1858679	CATARACT, AUTOSOMAL DOMINANT
C1858695	Chudley-Mccullough syndrome
C1858712	Spastic paraplegia 10, autosomal dominant
C1858725	NONCOMPACTION OF LEFT VENTRICULAR MYOCARDIUM, FAMILIAL ISOLATED, AUTOSOMAL DOMINANT 1
C1858726	Congenital Cataracts, Facial Dysmorphism, And Neuropathy
C1858991	Childhood Ataxia with Central Nervous System Hypomyelinization
C1859062	LONG QT SYNDROME 3
C1859133	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1
C1859198	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A (disorder)
C1859309	Syndactyly Cenani Lenz type
C1859317	Cataract and cardiomyopathy
C1859372	Calcification of Joints and Arteries
C1859405	Bowen-Conradi syndrome
C1859499	3-methylcrotonyl CoA carboxylase 2 deficiency
C1859516	Episodic metabolic acidosis
C1859565	BARDET-BIEDL SYNDROME 7
C1859721	ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE (disorder)
C1859728	Coronary Sclerosis, Medial, of Infancy
C1859773	Microphthalmia, Syndromic 3
C1859774	Optic Nerve Hypoplasia and Abnormalities of the Central Nervous System
C1859807	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)
C1859973	Adrenocortical Carcinoma, Pediatric
C1860224	ABLEPHARON-MACROSTOMIA SYNDROME
C1860335	Axillary freckling
C1860518	Vasculopathy, Retinal, With Cerebral Leukodystrophy
C1860707	TUBEROUS SCLEROSIS 2 (disorder)
C1860789	Leukemia, Megakaryoblastic, of Down Syndrome
C1860808	Triosephosphate Isomerase Deficiency
C1860991	NOONAN SYNDROME 3
C1861028	Esophageal atresia with or without tracheoesophageal fistula
C1861171	THROMBOPHILIA DUE TO ACTIVATED PROTEIN C RESISTANCE (disorder)
C1861185	THROMBOCYTOPENIA 2 (disorder)
C1861235	Forebrain Defects
C1861348	Syndactyly, type v
C1861453	Pseudohyperkalemia Cardiff
C1861516	Cleidocranial Dysplasia, Forme Fruste, With Brachydactyly
C1861689	KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT
C1861832	CATARACT, CRYSTALLINE ACULEIFORM
C1861848	PARAGANGLIOMAS 4
C1861861	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (disorder)
C1861862	Familial Hypertrophic Cardiomyopathy Type 4
C1861863	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3 (disorder)
C1861864	Cardiomyopathy, Familial Hypertrophic, 2
C1861922	CAMPOMELIC DYSPLASIA
C1861923	Acampomelic Campomelic Dysplasia
C1861975	Cafe au lait spots, multiple
C1862102	BRACHYDACTYLY, TYPE E1
C1862112	BRACHYDACTYLY, TYPE B1
C1862170	Brachydactyly with hypertension
C1862177	Diaphyseal medullary stenosis with malignant fibrous histiocytoma
C1862178	Cole Carpenter syndrome
C1862190	BLOOD GROUP--WRIGHT ANTIGEN
C1862191	BLOOD GROUP--WALDNER TYPE
C1862209	BLOOD GROUP--OK
C1862282	BETA-2-ADRENORECEPTOR AGONIST, REDUCED RESPONSE TO
C1862322	Ovalocytosis, Malaysian-Melanesian-Filipino Type
C1862382	SVEINSSON CHORIORETINAL ATROPHY
C1862389	ATRIAL SEPTAL DEFECT 1
C1862511	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 1 (disorder)
C1862683	Townes-Brocks-Branchiootorenal-Like Syndrome
C1862839	Anterior segment mesenchymal dysgenesis
C1862939	AMYOTROPHIC LATERAL SCLEROSIS 1
C1863012	Amelogenesis Imperfecta, Type IV
C1863051	ALZHEIMER DISEASE 2
C1863224	Adenosine Triphosphate, Elevated, Of Erythrocytes
C1863340	PITUITARY ADENOMA PREDISPOSITION (disorder)
C1863342	Acroleukopathy, Symmetric
C1863370	Saethre-Chotzen Syndrome with Eyelid Anomalies
C1863512	HYPERCHOLESTEROLEMIA, AUTOSOMAL RECESSIVE
C1863634	Cone-Rod Dystrophy 7
C1863659	DEAFNESS, AUTOSOMAL DOMINANT 17
C1863688	Xanthinuria, Type II
C1863704	Spastic paraplegia 8, autosomal dominant
C1863844	Adult-onset citrullinemia type 2
C1863878	Arhinia, choanal atresia, and microphthalmia
C1864002	GRACILE SYNDROME (disorder)
C1864040	Cerebral Cavernous Malformations 3
C1864112	HUNTINGTON DISEASE-LIKE 1
C1864436	Muenke Syndrome
C1864652	Growth and mental retardation, mandibulofacial dysostosis, microcephaly, and cleft palate
C1864716	Intrinsic hand muscle atrophy
C1864761	Thyroid Hormone Metabolism, Abnormal
C1864826	Epidermolysis bullosa, lethal acantholytic
C1864840	Combined Oxidative Phosphorylation Deficiency 3
C1864846	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1 (disorder)
C1864852	CATSHL syndrome
C1864861	Tumoral Calcinosis, Normophosphatemic, Familial
C1864902	Hyperinsulinemic hypoglycemia, familial, 7
C1864910	Glutamine deficiency, congenital
C1864947	Natural Killer Cell Deficiency, Familial Isolated
C1864948	Hyperinsulinemic Hypoglycemia, Familial, 4
C1864952	Hyperinsulinemic Hypoglycemia, Familial, 5
C1864996	Visceral Neuropathy, Familial, Autosomal Dominant
C1865060	Molar tooth sign on MRI
C1865070	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION
C1865143	BRANCHIOOTIC SYNDROME 1
C1865285	Megalencephaly cutis marmorata telangiectatica congenita
C1865322	MIGRAINE, FAMILIAL HEMIPLEGIC, 2
C1865323	Migraine, Familial Basilar
C1865596	Desmosterolosis
C1865639	Gracile bone dysplasia
C1865864	AMYOTROPHIC LATERAL SCLEROSIS 5
C1865866	Congenital sensorineural hearing loss
C1865870	Deafness, Autosomal Recessive 18
C1865871	HEMANGIOMA, CAPILLARY INFANTILE
C1865916	Bilateral ptosis
C1866008	Muscular Dystrophy, Limb-Girdle, Type 2G
C1866039	EPISODIC ATAXIA, TYPE 5
C1866095	Deafness, Autosomal Dominant 13
C1866174	Phosphoglycerate Dehydrogenase Deficiency
C1866182	Penttinen-Aula syndrome
C1866257	Peroxisome Biogenesis Disorder, Complementation Group K
C1866282	CEROID LIPOFUSCINOSIS, NEURONAL, 6
C1866398	Proteus-Like Syndrome (disorder)
C1866504	Photosensitive Trichothiodystrophy
C1866552	PARAGANGLIOMAS 2 (disorder)
C1866777	Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominant
C1866806	Unilateral ptosis
C1866855	Spastic paraplegia 4, autosomal dominant
C1866934	Reduced tendon reflexes
C1867005	Scapuloperoneal Syndrome, Neurogenic, Kaeser Type
C1867020	SCALP-EAR-NIPPLE SYNDROME
C1867146	Robinow Sorauf syndrome
C1867234	Rhabdomyosarcoma, Embryonal, 2
C1867563	CRANIOSYNOSTOSIS, NONCLASSIFIABLE AUTOSOMAL DOMINANT
C1867564	SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY
C1867981	POROKERATOSIS, DISSEMINATED SUPERFICIAL ACTINIC, 1
C1867982	KERATODERMA, PALMOPLANTAR, PUNCTATE TYPE II
C1868071	Adenomatous colonic polyposis
C1868097	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, DIGENIC
C1868111	Polydactyly, preaxial 4
C1868120	POSTAXIAL POLYDACTYLY, TYPE B
C1868512	Leukodystrophy, Demyelinating, Adult-Onset, Autosomal Dominant
C1868594	Perry Syndrome
C1868595	PARKINSON DISEASE 1, AUTOSOMAL DOMINANT (disorder)
C1868672	NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE
C1868675	PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE
C1868678	THANATOPHORIC DYSPLASIA, TYPE I (disorder)
C1868681	DYSTONIA 12
C1868684	EAR, PATELLA, SHORT STATURE SYNDROME
C1868690	Hypoadrenocorticism, familial
C1868705	Shone complex
C1868720	Periventricular Nodular Heterotopia
C1869117	Paroxysmal nonkinesigenic dyskinesia
C1876161	CEROID LIPOFUSCINOSIS, NEURONAL, 2
C1876175	Ataxia-Telangiectasia Variant
C1876187	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL
C1876203	Frontonasal dysplasia
C1879286	Hereditary bundle branch system defect
C1879344	Biliary papillomatosis
C1879526	Aberrant Crypt Foci
C1879899	Tubular adenoma of breast
C1880119	Colon Medullary Carcinoma
C1882081	Nevoid Melanoma
C1882916	Rectal Small Cell Carcinoma
C1882973	mucinous adenocarcinoma of salivary gland
C1883694	Ciliary Body Medulloepithelioma
C1955861	T-Cell Large Granular Lymphocyte Leukemia
C1955869	Malformations of Cortical Development
C1955934	Trichothiodystrophy Syndromes
C1956097	Wolf-Hirschhorn Syndrome
C1956257	Pulmonary Stenosis
C1959582	PTEN Hamartoma Tumor Syndrome
C1960398	HER2-positive carcinoma of breast
C1960469	Left ventricular noncompaction
C1961099	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
C1961121	Congenital vascular anomaly
C1961835	Gaucher Disease, Type 1
C1968739	Glycogen Storage Disease IIIA
C1968740	Glycogen Storage Disease IIIB
C1968741	Glycogen Storage Disease IIIC
C1968924	AUTISM, SUSCEPTIBILITY TO, 1 (finding)
C1968949	Cakut
C1968959	Cortical tubers
C1969029	Lissencephaly 3
C1969038	RENAL TUBULAR ACIDOSIS, DISTAL, WITH HEMOLYTIC ANEMIA (disorder)
C1969039	Renal Tubular Acidosis, Distal, With Normal Red Cell Morphology
C1969054	Glycogen Storage Disease 0, Muscle
C1969081	Arrhythmogenic Right Ventricular Dysplasia, Familial, 12
C1969106	Osteopetrosis, Autosomal Recessive 4
C1969379	MALARIA, CEREBRAL, RESISTANCE TO
C1969443	Trifunctional Protein Deficiency With Myopathy And Neuropathy
C1969639	Cardiomyopathy, Dilated, 1w
C1969651	Macular Degeneration, Age-Related, 9
C1969653	MUNGAN SYNDROME
C1969655	LETHAL CONGENITAL CONTRACTURAL SYNDROME 3
C1969799	Severe Combined Immunodeficiency with Microcephaly, Growth Retardation, and Sensitivity to Ionizing Radiation
C1969807	Dystonia, Focal, Task-Specific
C1969893	Mental Retardation, Fra12a Type
C1970119	CARDIAC ARRHYTHMIA, ANKYRIN-B-RELATED
C1970160	Epilepsy, Childhood Absence, Susceptibility To, 4
C1970161	MECKEL SYNDROME, TYPE 4
C1970180	Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation
C1970197	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7
C1970199	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5
C1970203	Polyhydramnios, Megalencephaly, And Symptomatic Epilepsy
C1970239	DEAFNESS, AUTOSOMAL RECESSIVE, 24
C1970309	Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation
C1970458	Osteogenesis imperfecta, type VIII
C1970506	CILIARY DYSKINESIA, PRIMARY, 6
C1970822	Mental Retardation, X-Linked, Syndromic 14
C1970827	Phosphoribosylpyrophosphate Synthetase Superactivity
C1970848	Phosphoglycerate Kinase 1 Deficiency
C1970879	ATYPICAL MYCOBACTERIOSIS, FAMILIAL, X-LINKED 1 (disorder)
C1997910	Citrin deficiency
C2004458	Magnocellular nevus
C2007059	carcinoma of pancreas with osteoclast-like giant cells
C2018774	large B-cell diffuse lymphoma of spleen
C2018777	Mantle cell lymphoma of spleen
C2026186	Diffuse large B-cell lymphoma of central nervous system
C2044987	intraepithelial glandular neoplasia of cervix
C2063099	benign endometrioid tumor of ovary
C2063326	Right ventricular cardiomyopathy
C2064402	Epithelioid hemangioendothelioma of liver
C2075522	clear cell adenocarcinofibroma of ovary
C2111671	large cell carcinoma of salivary gland
C2145472	Urothelial Carcinoma
C2184126	large B-cell diffuse lymphoma of liver
C2212006	Small cell carcinoma of ovary
C2212013	serous adenocarcinofibroma of ovary
C2212017	adenosquamous carcinoma of ovary
C2237142	Moderate global developmental delay
C2239176	Liver carcinoma
C2239246	Endometrial stromal sarcoma, high grade
C2242577	Oromandibular dystonia
C2243051	Large head (disorder)
C2243086	basal cell adenocarcinoma of salivary gland
C2267233	Neonatal Hypotonia
C2315100	Pediatric failure to thrive
C2316810	Chronic kidney disease stage 5
C2348819	Triple-Negative Breast Cancer Finding
C2363129	Benign Rolandic Epilepsy
C2363142	T-Cell Prolymphocytic Leukemia
C2584774	Congenital hypofibrinogenemia
C2607929	Carney Complex, Type 1
C2608045	Trilateral Retinoblastoma
C2608055	Hereditary Renal Cell Carcinoma
C2608086	HANGOVER, SUSCEPTIBILITY TO (finding)
C2608087	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB
C2613439	Extramedullary Hematopoiesis (disorder)
C2673186	Aortic Aneurysm, Familial Thoracic 6
C2673196	LIPOPROTEIN GLOMERULOPATHY
C2673218	BRAIN TUMOR-POLYPOSIS SYNDROME 2 (disorder)
C2673229	ADENOMATOUS POLYPOSIS COLI WITH CONGENITAL CHOLESTEATOMA
C2673410	Small midface
C2673431	Abnormality of the periventricular white matter
C2673642	Combined Oxidative Phosphorylation Deficiency 5
C2673648	Hypomagnesemia 4, Renal
C2673874	BARDET-BIEDL SYNDROME 14 (disorder)
C2674422	Seizures, intractable
C2674432	Reduced bone mineral density
C2674574	Aortic aneurysm, familial thoracic 3
C2674636	GASTROINTESTINAL STROMAL TUMOR, FAMILIAL
C2674665	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5 (finding)
C2674705	Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy
C2674723	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER
C2674737	Abnormality of finger
C2674838	ALCOHOL SENSITIVITY, ACUTE
C2675080	Li-Fraumeni-Like Syndrome
C2675192	Spherocytosis, Type 5
C2675211	EPISODIC ATAXIA, TYPE 6 (disorder)
C2675212	Spherocytosis, Type 4
C2675305	BARDET-BIEDL SYNDROME 1, MODIFIER OF
C2675432	DERMATITIS, ATOPIC, 2, SUSCEPTIBILITY TO
C2675440	Desmoid Tumor Caused By Somatic Mutation
C2675459	Adenylate Kinase Deficiency, Hemolytic Anemia Due To
