#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Non-familial dilated cardiomyopathy	MONDO	CN226906	MONDO:0016338		17 Apr 2020	Disease
Non-familial hypertrophic cardiomyopathy	MONDO	CN226903	MONDO:0016330		17 Apr 2020	Disease
Non-familial rare disease with dilated cardiomyopathy	MONDO	CN204097	MONDO:0017952		17 Apr 2020	Disease
Non-familial restrictive cardiomyopathy	MONDO	CN226908	MONDO:0016345		17 Apr 2020	Disease
Non-functional pancreatic neuroendocrine tumor	MONDO	C1334977	MONDO:0004334		17 Apr 2020	Disease
Non-functioning adrenal cortex adenoma	MONDO	C1709240	MONDO:0006321		17 Apr 2020	Disease
Non-functioning endocrine neoplasm	MONDO	C2986656	MONDO:0021119		17 Apr 2020	Disease
Non-functioning pituitary adenoma	MONDO	CN294234	MONDO:0019613		22 Jan 2021	Disease
Non-functioning pituitary gland neoplasm	MONDO		MONDO:0003603		17 Apr 2020	Disease
Non-genetic	MONDO		MONDO:0021151		17 Apr 2020	Disease
Non-genetic cardiac rhythm disease	MONDO	CN201186	MONDO:0016348		17 Apr 2020	Disease
Non-gestational choriocarcinoma	MONDO	C1135873	MONDO:0006871		17 Apr 2020	Disease
Non-gestational ovarian choriocarcinoma	MONDO	C1518355	MONDO:0004322		17 Apr 2020	Disease
Non-hereditary degenerative ataxia	MONDO	CN226970	MONDO:0016592		17 Apr 2020	Disease
Non-hereditary retinoblastoma	MONDO	CN204600	MONDO:0018161		17 Apr 2020	Disease
Non-herpetic acute limbic encephalitis	MONDO	C4707262	MONDO:0015596		17 Apr 2020	Disease
Non-histaminic angioedema	MONDO	CN294186	MONDO:0019013		22 Jan 2021	Disease
Non-Hodgkin lymphoma	Human Phenotype Ontology	C0024305	HP:0012539		06 Jul 2018	Disease
Non-Hodgkin lymphoma	MONDO	C0024305	MONDO:0018908		06 Jul 2018	Disease
Non-Hodgkin lymphoma, childhood					16 Feb 2016	Disease
Non-Hodgkin lymphoma, during pregnancy					16 Feb 2016	Disease
Non-hypoproteinemic hypertrophic gastropathy	MONDO	C4750834	MONDO:0018009		17 Apr 2020	Disease
Non-immune hydrops fetalis	MONDO	C0455988	MONDO:0009369	236750	16 Feb 2016	Disease
Non-immunoglobulin-mediated membranoproliferative glomerulonephritis	MONDO	C4087273	MONDO:0018013		17 Apr 2020	Disease
Non-infectious anterior uveitis	MONDO	C0339317	MONDO:0017634		17 Apr 2020	Disease
Non-infectious diarrheal disease	MONDO	C0267436	MONDO:0045030		17 Apr 2020	Disease
Non-infectious meningitis	MONDO	C0393442	MONDO:0024891		17 Apr 2020	Disease
Non-infectious posterior uveitis	MONDO	C5396634	MONDO:0019541		17 Apr 2020	Disease
Non-inflammatory vasculopathy	MONDO	CN258440	MONDO:0024471		17 Apr 2020	Disease
Non-invasive bladder papillary urothelial neoplasm	MONDO	C1518358	MONDO:0003822		17 Apr 2020	Disease
Non-invasive bladder urothelial carcinoma	MONDO	C1336089	MONDO:0003930		17 Apr 2020	Disease
Non-invasive verrucous carcinoma of the penis	MONDO	C1334984	MONDO:0003697		17 Apr 2020	Disease
Non-involuting congenital hemangioma	MONDO	C1275417	MONDO:0015403		17 Apr 2020	Disease
Non-keratinizing sinonasal squamous cell carcinoma	MONDO	C0334270	MONDO:0002831		17 Apr 2020	Disease
Non-ketotic hyperglycinemia		C0751748		605899	16 Feb 2016	Disease
Non-Langerhans cell histiocytosis	MONDO	C0019624	MONDO:0015531		22 Apr 2020	Disease
Non-lesional parietal lobe epilepsy					29 Jan 2020	Disease
Non-lissencephalic cortical dysplasia					16 Feb 2016	Disease
Non-medullary thyroid carcinoma	Human Phenotype Ontology	C3501843	HP:0040198		02 Apr 2017	Disease
Non-midline cleft lip	Human Phenotype Ontology	C4021020	HP:0100335		16 Feb 2016	Finding
Non-midline cleft palate	Human Phenotype Ontology	C4022142	HP:0100338		16 Feb 2016	Finding
Non-neonatal early infantile epileptic encephalopathy	MONDO		MONDO:0100107		17 Apr 2020	Disease
Non-neoplastic bile duct disorder	MONDO	C3275160	MONDO:0006322		17 Apr 2020	Disease
Non-neoplastic nevus	MONDO	C0265027	MONDO:0022749		17 Apr 2020	Disease
Non-obstructive azoospermia	Human Phenotype Ontology	C4021107	HP:0011961		16 Feb 2016	Finding
Non-ossifying fibromyxoid tumor	MONDO	C1335063	MONDO:0004529		17 Apr 2020	Disease
Non-papillary transitional cell carcinoma of the bladder	MONDO	CN200968	MONDO:0016211		17 Apr 2020	Disease
Non-paraneoplastic limbic encephalitis	MONDO	CN228966	MONDO:0015594		17 Apr 2020	Disease
Non-paraneoplastic sensory ganglionopathy	MONDO	CN229038	MONDO:0016173		17 Apr 2020	Disease
Non-pregnancy related A-G syndrome		C0271556		104600	16 Feb 2016	Disease
Non-progressive congenital cerebellar ataxia					14 Feb 2019	Disease
Non-progressive neurodevelopmental disorder with spasticity and transient opisthotonus					17 Oct 2019	Disease
Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy	MONDO	CN237596	MONDO:0018576		17 Apr 2020	Disease
Non-proliferative fibrocystic change of the breast	MONDO	C1332628	MONDO:0003724		17 Apr 2020	Disease
Non-pruritic urticaria	Human Phenotype Ontology	C4023519	HP:0011137		16 Feb 2016	Finding
Non-psychogenic polydipsia	MONDO		MONDO:0040872		17 Apr 2020	Disease
Non-rapid eye movement parasomnia	Human Phenotype Ontology	C4476680	HP:0025235		02 Apr 2017	Finding
Non-recovering obstetric brachial plexus lesion	MONDO	CN237616	MONDO:0018587		17 Apr 2020	Disease
Non-renal secondary hyperparathyroidism	MONDO		MONDO:0001750		17 Apr 2020	Disease
Non-restrictive ventricular septal defect	Human Phenotype Ontology	C1298817	HP:0011684		16 Feb 2016	Finding
Non-rhizomelic chondrodysplasia punctata	MONDO	CN226737	MONDO:0015775		17 Apr 2020	Disease
Non-secreting chemodectoma	MONDO	CN279203	MONDO:0015102		17 Apr 2020	Disease
Non-secreting paraganglioma	MONDO	C4707263	MONDO:0019788		17 Apr 2020	Disease
Non-secretory adrenocortical adenoma	Human Phenotype Ontology	C4021126	HP:0011745		16 Feb 2016	Finding
Non-secretory plasma cell myeloma	MONDO	C3898125	MONDO:0004817		17 Apr 2020	Disease
Non-seminomatous lesion	MONDO	C1335059	MONDO:0006323		17 Apr 2020	Disease
Non-severe combined immunodeficiency	MONDO	CN776921	MONDO:0018814		17 Apr 2020	Disease
Non-small cell lung cancer	Human Phenotype Ontology	C0007131	HP:0030358		10 Apr 2018	Disease
Non-small cell lung cancer, childhood					16 Feb 2016	Disease
Non-small cell squamous lung carcinoma	MONDO		MONDO:0056806		17 Apr 2020	Disease
non-specific facial features					01 Oct 2020	Finding
Non-specific granulomatous orchitis	MONDO	C0436545	MONDO:0002509		17 Apr 2020	Disease
Non-specific interstitial pneumonia	MONDO	C1290344	MONDO:0019622		04 Jun 2020	Infectious disease
Non-specific isolated abdominal echogenic focus					03 Mar 2020	Finding
Non-suppurative otitis media	MONDO	C0271446	MONDO:0001212		17 Apr 2020	Disease
Non-syndromic brachydactyly	MONDO		MONDO:0017424		17 Apr 2020	Disease
Non-syndromic brachydactyly of fingers	MONDO		MONDO:0017451		17 Apr 2020	Disease
Non-syndromic brachydactyly of toes	MONDO		MONDO:0017452		17 Apr 2020	Disease
Non-syndromic central nervous system malformation	MONDO	CN226636	MONDO:0015219		17 Apr 2020	Disease
Non-syndromic congenital joint dislocations	MONDO	CN227131	MONDO:0017430		17 Apr 2020	Disease
Non-syndromic developmental defect of the eye	MONDO		MONDO:0015217		17 Apr 2020	Disease
Non-syndromic diaphragmatic or abdominal wall malformation	MONDO	CN226632	MONDO:0015215		17 Apr 2020	Disease
Non-syndromic diaphragmatic or thoracic malformation	MONDO	CN226769	MONDO:0015879		17 Apr 2020	Disease
Non-syndromic esophageal malformation	MONDO	CN226624	MONDO:0015207		17 Apr 2020	Disease
Non-syndromic gastroduodenal malformation	MONDO	CN226626	MONDO:0015209		17 Apr 2020	Disease
Non-Syndromic Hereditary Hearing Impairment					07 Apr 2020	Disease
Non-syndromic intellectual disability	MONDO	CN280315	MONDO:0000509		22 Apr 2020	Disease
Non-syndromic intestinal malformation	MONDO	CN226628	MONDO:0015211		17 Apr 2020	Disease
Non-syndromic limb malformation	MONDO	CN226641	MONDO:0015227		17 Apr 2020	Disease
Non-syndromic limb overgrowth	MONDO	CN261048	MONDO:0017431		17 Apr 2020	Disease
Non-syndromic limb reduction defect	MONDO	CN227679	MONDO:0019713		17 Apr 2020	Disease
Non-syndromic male infertility due to sperm motility disorder	Orphanet	CN252641	ORPHA276234		12 Jul 2018	Disease
Non-syndromic male infertility due to sperm motility disorder	MONDO	CN252641	MONDO:0017173		12 Jul 2018	Disease
Non-syndromic oligodontia		CN233186			16 Feb 2016	Disease
Non-syndromic polydactyly	MONDO	CN293850	MONDO:0011348		22 Jan 2021	Disease
Non-syndromic polydactyly, syndactyly and/or hyperphalangy	MONDO	CN227680	MONDO:0019714		17 Apr 2020	Disease
Non-syndromic renal or urinary tract malformation	MONDO	CN227682	MONDO:0019720		17 Apr 2020	Disease
Non-syndromic respiratory or mediastinal malformation	MONDO	CN226637	MONDO:0015221		17 Apr 2020	Disease
Non-syndromic syndactyly	MONDO	C0039075	MONDO:0019530		17 Apr 2020	Disease
Non-syndromic synpolydactyly	MONDO		MONDO:0000722		17 Apr 2020	Disease
Non-syndromic terminal limb defects	MONDO		MONDO:0017421		17 Apr 2020	Disease
Non-syndromic tooth agenesis					25 Nov 2020	Finding
Non-syndromic urogenital tract malformation	MONDO	CN226714	MONDO:0015619		17 Apr 2020	Disease
Non-syndromic urogenital tract malformation of female	MONDO	CN226791	MONDO:0015932		17 Apr 2020	Disease
Non-syndromic urogenital tract malformation of male	MONDO	CN226792	MONDO:0015933		17 Apr 2020	Disease
Non-syndromic urogenital tract malformation of male and female	MONDO	CN226793	MONDO:0015934		17 Apr 2020	Disease
Non-syndromic uterovaginal malformation	MONDO	CN226748	MONDO:0015829		17 Apr 2020	Disease
Non-syndromic visceral malformation	MONDO	CN226630	MONDO:0015213		17 Apr 2020	Disease
Non-syndromic X-linked intellectual disability	MONDO	C3501611	MONDO:0019181		16 Feb 2016	Disease
non-thyroidal illness syndrome					24 Jul 2018	Finding
Non-verbal		C5233770			16 Feb 2016	Finding
Non-X-linked congenital disorder of glycosylation with intellectual disability as a major feature	MONDO	CN227302	MONDO:0018286		17 Apr 2020	Disease
Nonanaplastic kidney Wilms tumor	MONDO	C1335062	MONDO:0003316		17 Apr 2020	Disease
Nonarteriosclerotic cerebral calcification	Human Phenotype Ontology	C4021579	HP:0007238		16 Feb 2016	Finding
Nonarteritic anterior ischemic optic neuropathy	Human Phenotype Ontology	C1852242	HP:0007634		16 Feb 2016	Finding
Nonarteritic anterior ischemic optic neuropathy, susceptibility to	MONDO	C1847711	MONDO:0009789	258660	16 Feb 2016	Disease
Nonclassic cystic fibrosis	NCBI curation				16 Feb 2016	Disease
Noncommunicating hydrocephalus	Human Phenotype Ontology	C0549423	HP:0010953		16 Feb 2016	Finding
Noncompaction cardiomyopathy	Human Phenotype Ontology	C1839832	HP:0012817		16 Feb 2016	Finding
Noncompaction of left ventricular myocardium, familial isolated	NCBI curation	CN069569			16 Feb 2016	Disease
Nonconvulsive status epilepticus	Human Phenotype Ontology	C0751523	HP:0031475		04 Apr 2018	Finding
nondiabetic retinopathy					14 Mar 2019	Finding
Nondisjunction	MONDO	C1834741	MONDO:0008014	158250	16 Feb 2016	Disease
Nondystrophic myotonia	MONDO	C2931139	MONDO:0054869		16 Feb 2016	Disease
none		C0549184			22 Aug 2019	Finding
None aply					17 Jul 2020	Finding
none provided		CN235283			19 Feb 2016	Finding
Nonepidermolytic palmoplantar keratoderma	Human Phenotype Ontology	C1833030	HP:0007404	600962	04 Apr 2018	Disease
Nongerminomatous germ cell tumor	MONDO		MONDO:0021656		17 Apr 2020	Disease
Nongoitrous Euthyroid Hyperthyrotropinemia					15 Feb 2019	Disease
Nongranulomatous uveitis	Human Phenotype Ontology	C4024795	HP:0007813		16 Feb 2016	Finding
Noninfectious dermatoses of eyelid	MONDO	C0155176	MONDO:0002137		17 Apr 2020	Disease
Noninvasive malignant thymoma	MONDO	C0278847	MONDO:0004147		17 Apr 2020	Disease
Nonketotic hypoglycemia	Human Phenotype Ontology	C1865292	HP:0001958		16 Feb 2016	Finding
Nonmedullary thyroid carcinoma 1	NCBI curation	C4721429		188550	14 Jan 2018	Disease
Nonmotile sperm	Human Phenotype Ontology	C1278278	HP:0012208		16 Feb 2016	Finding
Nonmucinous bronchioloalveolar adenocarcinoma	MONDO		MONDO:0000895		17 Apr 2020	Disease
Nonnuclear polymorphic congenital cataract	Human Phenotype Ontology	C3888391	HP:0007692		16 Feb 2016	Finding
Nonocclusive coronary artery disease	Human Phenotype Ontology	C4020725	HP:0012436		16 Feb 2016	Finding
Nonossified fifth metatarsal	Human Phenotype Ontology	C1844712	HP:0008087		16 Feb 2016	Finding
Nonpapillary renal carcinoma 1 locus	NCBI curation				16 Feb 2016	Disease
Nonpersistence of intestinal lactase	NCBI curation	C0268181		223100	16 Feb 2016	Disease
Nonproductive cough	Human Phenotype Ontology	C0850149	HP:0031246		04 Apr 2018	Finding
Nonprogressive cerebellar ataxia	Human Phenotype Ontology	C1845029	HP:0002470		16 Feb 2016	Finding
Nonprogressive encephalopathy	Human Phenotype Ontology	C4024950	HP:0007030		16 Feb 2016	Finding
Nonprogressive muscular atrophy	Human Phenotype Ontology	C4024611	HP:0008964		16 Feb 2016	Finding
Nonprogressive restrictive external ophthalmoplegia	Human Phenotype Ontology	C4024789	HP:0007831		16 Feb 2016	Finding
Nonprogressive visual loss	Human Phenotype Ontology	C4021893	HP:0200068		16 Feb 2016	Finding
Nonsmall cell lung cancer, resistance to tyrosine kinase inhibitor in	NCBI curation	C4016033			16 Feb 2016	Disease
Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, somatic	NCBI curation	C4016032			16 Feb 2016	Disease
nonspecific elevation of levels of transaminase or lactic acid dehydrogenase					14 Mar 2019	Finding
Nonspherocytic hemolytic anemia	Human Phenotype Ontology	C4025735	HP:0001930		16 Feb 2016	Finding
Nonsteroidal anti-inflammatory drugs response		CN297084			10 Jun 2021	Pharmacological response
Nonsyndromic cleft lip palate					15 Feb 2019	Disease
Nonsyndromic cleft lip with or without cleft palate	NCBI curation	C1861538			01 Jul 2016	Disease
nonsyndromic cleft palate		CN234898			16 Feb 2016	Disease
Nonsyndromic congenital nail disorder 2	MONDO	C0266000	MONDO:0007867	149300	22 Apr 2020	Disease
Nonsyndromic congenital nail disorder 3	MONDO	C0544855	MONDO:0007900	151600	26 May 2021	Disease
Nonsyndromic congenital nail disorder 7	MONDO	C1853984	MONDO:0011595	605779	22 Apr 2020	Disease
Nonsyndromic Deafness		C3711374			16 Feb 2016	Disease
Nonsyndromic hearing impairment					29 Jan 2021	Disease
Nonsyndromic hearing loss		CN237785			29 Jul 2016	Finding
Nonsyndromic hearing loss and deafness	NCBI curation	CN043648			28 Apr 2017	Disease
Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive		CN043650			16 Feb 2016	Disease
Nonsyndromic Hearing Loss, Dominant		CN239435			02 Dec 2016	Disease
Nonsyndromic Hearing Loss, Mixed		CN239440			02 Dec 2016	Disease
Nonsyndromic Hearing Loss, Recessive		CN239439			02 Dec 2016	Disease
Nonsyndromic Hearing Loss, X-Linked		CN239399			02 Dec 2016	Disease
Nonsyndromic hereditary sensorineural hearing loss					16 Feb 2016	Disease
Nonsyndromic hypergonadotropic hypogonadism		CN234670			16 Feb 2016	Disease
Nonsyndromic microcephaly	NCBI curation	C2931527			16 Feb 2016	Disease
Nonsyndromic Oculocutaneous Albinism		CN263337			15 Feb 2019	Disease
Nonsyndromic otitis media		CN233179			16 Feb 2016	Disease
nonsyndromic sensorineural hearing loss		C1842137			16 Feb 2016	Finding
Nonsyndromic tooth agenesis					22 Apr 2021	Finding
Nonsyndromic Trigonocephaly		CN239481			02 Dec 2016	Disease
Nontoxic goiter	MONDO	C0221777	MONDO:0001658		17 Apr 2020	Disease
nontraumatic separation of muscle					05 Sep 2019	Finding
Nontuberculous mycobacterial pulmonary infection					09 Apr 2020	Finding
Noonan syndrome	OMIM phenotypic series	C0028326	PS163950		16 Feb 2016	Disease
Noonan syndrome	MONDO	C0028326	MONDO:0018997		16 Feb 2016	Disease
Noonan syndrome 1	MONDO	C4551602	MONDO:0008104	163950	27 Apr 2020	Disease
Noonan syndrome 10	MONDO	C4225280	MONDO:0014693	616564	16 Feb 2016	Disease
Noonan syndrome 11	MONDO	C5193130	MONDO:0032786	618499	22 Jan 2021	Disease
Noonan syndrome 12	MONDO	C5231432	MONDO:0032839	618624	22 Jan 2021	Disease
Noonan syndrome 13	MONDO	C5436773	MONDO:0033669	619087	22 Jan 2021	Disease
Noonan syndrome 2	MONDO	C1854469	MONDO:0011531	605275	16 Feb 2016	Disease
Noonan syndrome 3	MONDO	C1860991	MONDO:0012371	609942	16 Feb 2016	Disease
Noonan syndrome 4	MONDO	C1853120	MONDO:0012547	610733	16 Feb 2016	Disease
Noonan syndrome 5	MONDO	C1969057	MONDO:0012690	611553	16 Feb 2016	Disease
Noonan syndrome 6	MONDO	C2750732	MONDO:0013186	613224	16 Feb 2016	Disease
Noonan syndrome 7	MONDO	C3150970	MONDO:0013379	613706	16 Feb 2016	Disease
Noonan syndrome 8	MONDO	C3809233	MONDO:0014143	615355	16 Feb 2016	Disease
Noonan syndrome 9	MONDO	C4225282	MONDO:0014691	616559	16 Feb 2016	Disease
Noonan syndrome and Noonan-related syndrome	Orphanet	CN260604	ORPHA98733		19 Jul 2019	Disease
Noonan syndrome and Noonan-related syndrome	MONDO	CN260604	MONDO:0020297		19 Jul 2019	Disease
Noonan syndrome with multiple lentigines	MONDO	C0175704	MONDO:0007893		26 Apr 2016	Disease
Noonan syndrome with multiple lentigines	Orphanet	C0175704	ORPHA500		26 Apr 2016	Disease
Noonan syndrome-like disorder with juvenile myelomonocytic leukemia	NCBI curation	C4016301			13 Dec 2018	Disease
Noonan syndrome-like disorder with loose anagen hair	OMIM phenotypic series	C1843181	PS607721		26 Nov 2017	Disease
Noonan syndrome-like disorder with loose anagen hair	Orphanet	C1843181	ORPHA2701		26 Nov 2017	Disease
Noonan syndrome-like disorder with loose anagen hair	MONDO	C1843181	MONDO:0011899		26 Nov 2017	Disease
Noonan syndrome-like disorder with loose anagen hair 1	MONDO	C4478716	MONDO:0054637	607721	26 Nov 2017	Disease
Noonan syndrome-like disorder with loose anagen hair 2	MONDO	C4479577	MONDO:0054588	617506	20 Jun 2017	Disease
Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	NCBI curation	C3150803		613563	16 Feb 2016	Disease
Noonan-like facies		CN228297			16 Feb 2016	Finding
Noonan-like syndrome		C1834120			01 May 2020	Disease
NOR polyagglutination syndrome	NCBI curation	C3549486			16 Feb 2016	Disease
Norepinephrine response		CN298432			23 Jun 2021	Pharmacological response
Norethindrone response		CN298433			23 Jun 2021	Pharmacological response
Normal 3-OH butyrate levels					01 Nov 2018	Finding
normal academic level					01 Oct 2020	Finding
Normal birth length					19 Sep 2019	Finding
Normal birth weight	NCBI curation	C0456136			16 Feb 2016	Finding
normal blood indices and bone marrow		CN186925			16 Feb 2016	Finding
Normal brain MRI and TDM					01 Oct 2020	Finding
Normal breast-like subtype of breast carcinoma	MONDO	C3642471	MONDO:0006324		17 Apr 2020	Disease
Normal chromosomes and PTPN11 testing		CN235288			20 Feb 2016	Finding
Normal Cognition		C2712133			02 Sep 2016	Finding
Normal CPK					01 Oct 2020	Finding
Normal density transverse bands in metaphyses of the upper limbs	Human Phenotype Ontology	C4025553	HP:0003852		16 Feb 2016	Finding
Normal development and skeletal survey		CN186927			16 Feb 2016	Finding
normal EEG		C0560017			01 Oct 2020	Finding
normal EMG					01 Oct 2020	Finding
normal GGT					04 Feb 2019	Disease
normal growth		C0578019			22 Jul 2020	Finding
normal head circumference					22 Jul 2020	Finding
normal hearing		C0234725			01 Oct 2020	Finding
Normal IgA and IgE		CN235535			16 Mar 2016	Finding
Normal interictal EEG	Human Phenotype Ontology	C1843146	HP:0002372		16 Feb 2016	Finding
Normal karyotype on amnio		CN235270			19 Feb 2016	Finding
normal kidneys		C1864785			19 Oct 2016	Finding
normal language					01 Oct 2020	Finding
Normal motor development		C1851057			16 Feb 2016	Finding
normal MRI					01 Oct 2020	Finding
normal MRI (x2)					01 Oct 2020	Finding
Normal neck length					06 Nov 2018	Finding
Normal pregnancy		C0232989			16 Feb 2016	Finding
Normal pressure hydrocephalus	Human Phenotype Ontology	C0020258	HP:0002343	236690	16 Feb 2016	Disease
Normal pressure hydrocephalus	MONDO	C0020258	MONDO:0009366	236690	16 Feb 2016	Disease
Normal Prothrombin time/Partial thromboplastin time		CN235304			20 Feb 2016	Finding
normal strength					22 Jul 2020	Finding
normal T3 levels					22 Oct 2020	Finding
normal T4 levels					22 Oct 2020	Finding
normal thyroid					22 Oct 2020	Finding
Normal-density transverse humeral bands	Human Phenotype Ontology	C4025511	HP:0003916		02 Apr 2017	Finding
Norman-Roberts syndrome	MONDO	C0796089	MONDO:0009760	257320	22 Apr 2020	Disease
Normochromic anemia	Human Phenotype Ontology	C0235983	HP:0001895		16 Feb 2016	Finding
Normochromic microcytic anemia	Human Phenotype Ontology	C0271902	HP:0004856		16 Feb 2016	Finding
Normocytic anemia	Human Phenotype Ontology	C0085577	HP:0001897		16 Feb 2016	Finding
Normocytic anemia	MONDO	C0085577	MONDO:0004139		16 Feb 2016	Finding
Normocytic hypoplastic anemia	Human Phenotype Ontology	C1835875	HP:0004819		16 Feb 2016	Finding
Normokalemic periodic paralysis, potassium-sensitive	NCBI curation	C1868433			16 Feb 2016	Disease
Normosmia		CN188071			16 Feb 2016	Finding
Normosmic		CN185905			16 Feb 2016	Finding
Normosmic by history		CN185906			16 Feb 2016	Finding
Norovirus infectious disease	MONDO	CN281904	MONDO:0100074		04 Jun 2020	Infectious disease
Norrie's disease					18 Jan 2019	Finding
North american indian childhood cirrhosis	NCBI curation	C1858051		604901	16 Feb 2016	Disease
North Carolina macular dystrophy	MONDO	C0730294	MONDO:0007630	136550	16 Feb 2016	Disease
Nortriptyline response	NCBI curation	C1837159			16 Feb 2016	Pharmacological response
nortriptyline response - Dosage, Toxicity/ADR	PharmGKB	CN236538	1183617220		18 May 2016	Pharmacological response
Norum disease	MONDO	CN296455	MONDO:0009515	245900	22 Apr 2021	Disease
Norwegian scabies	MONDO	C0028425	MONDO:0001951		04 Jun 2020	Infectious disease
Nose and cavum anomaly	MONDO	CN226692	MONDO:0015503		17 Apr 2020	Disease
Nose bones hypoplasia					01 Oct 2020	Finding
Nose somewhat short and tubular					23 Jan 2020	Finding
Nose somewhat short and tubular with anteverted nares					23 Jan 2020	Finding
nose with bulbous tip					22 Aug 2019	Finding
nose with small and round tip with anteverted nostrils					22 Aug 2019	Finding
Nose, anomalous shape of	MONDO	C1834118	MONDO:0008105	164000	17 Apr 2020	Disease
Nosocomial infection	MONDO	C0205721	MONDO:0043544		04 Jun 2020	Infectious disease
Nosophobia	MONDO	C0522182	MONDO:0000600		17 Apr 2020	Disease
not being able to sit without support					13 Feb 2020	Finding
not intractable epilepsy withoutut status epilepticus					05 Sep 2019	Finding
not provided	NCBI curation	CN517202			09 Oct 2017	Disease
Not rare	MONDO		MONDO:0021137		17 Apr 2020	Disease
not specified	NCBI curation	CN169374			16 Feb 2016	Disease
Notalgia paresthetica					16 Feb 2016	Disease
NOTCH1-Related Disorders					11 Oct 2018	Disease
NOTCH2 N-TERMINAL-LIKE R	OMIM	C4747953	618026	618026	05 Sep 2019	Disease
Notched hand bones	Human Phenotype Ontology	C4025372	HP:0004284		16 Feb 2016	Finding
Notched P wave	Human Phenotype Ontology	C2983640	HP:0031598		04 Apr 2018	Finding
Notched primary central incisor	Human Phenotype Ontology	C4022912	HP:0012413		16 Feb 2016	Finding
notched tongue		CN238488			13 Sep 2016	Finding
Notched ulna	Human Phenotype Ontology	C4025462	HP:0003989		16 Feb 2016	Finding
notched upper lip		CN238487			13 Sep 2016	Finding
Notochordal tumor	MONDO	C1335069	MONDO:0002597		17 Apr 2020	Disease
Nova syndrome					16 Feb 2016	Disease
Novel multiple malformation syndrome					02 Dec 2019	Finding
Novel PIP5K1C-related neurodevelopmental disorder					17 Jun 2021	Finding
Novelty seeking personality trait	NCBI curation	C1866430		601696	16 Feb 2016	Disease
NPHP1-Related Disorders					23 May 2019	Disease
NPHP4-Related Disorders		CN239384			02 Dec 2016	Disease
NR2E3-Related Disorders		CN239387			02 Dec 2016	Disease
NR2F2-related congenital heart defects					21 Dec 2020	Disease
NRXN-Related Disorder					13 Oct 2017	Disease
NSCC Adenocarcinoma					27 Mar 2018	Finding
NSD2-associated disorder					17 Aug 2020	Disease
NSD2-related condition					02 Aug 2019	Finding
NTHL1-related conditions					12 Jul 2021	Disease
Nuchal cord	Human Phenotype Ontology	C0405124	HP:0012498		16 Feb 2016	Finding
Nuchal rigidity	Human Phenotype Ontology	C1320474	HP:0031179		04 Apr 2018	Finding
nuchal translucency prenatal					05 Sep 2019	Finding
Nuclear cataract	Human Phenotype Ontology	C0392557	HP:0100018		16 Feb 2016	Finding
Nuclear cataract	MONDO	C0392557	MONDO:0045050		16 Feb 2016	Finding
nuclear cataracts		CN228392			16 Feb 2016	Finding
Nuclear oculomotor paralysis	MONDO		MONDO:0015083		17 Apr 2020	Disease
Nuclear pulverulent cataract	Human Phenotype Ontology	C1852438	HP:0010698		16 Feb 2016	Finding
Nuclear punctate cataract	Human Phenotype Ontology	C4023649	HP:0010925		16 Feb 2016	Finding
Nuclear ribonucleic acid	MONDO	C1839581	MONDO:0010692	310650	16 Feb 2016	Disease
Nuclear senile cataract	MONDO		MONDO:0001847		17 Apr 2020	Disease
Nuclearly-encoded mitochondrial complex V (ATP synthase) deficiency 1	NCBI curation	C3276276		604273	16 Feb 2016	Disease
Nuclearly-encoded mitochondrial complex V (ATP synthase) deficiency 2	NCBI curation	C3279699		614052	16 Feb 2016	Disease
Nuclearly-encoded mitochondrial complex V (ATP synthase) deficiency 3	NCBI curation	C3279708		614053	16 Feb 2016	Disease
NUCLEOSIDE PHOSPHORYLASE POLYMORPHISM					16 Feb 2016	Disease
NUDT2-associated condition					18 Sep 2019	Finding
Null pituitary adenoma	MONDO	CN203796	MONDO:0017826		17 Apr 2020	Disease
Null syndrome	MONDO	CN202707	MONDO:0017225		17 Apr 2020	Disease
Null-cell leukemia	MONDO	C0023483	MONDO:0004932		17 Apr 2020	Disease
numerous aspiration problems					01 Oct 2020	Finding
numerous beauty spots					01 Oct 2020	Finding
Numerous congenital melanocytic nevi	Human Phenotype Ontology	C3806415	HP:0005603		16 Feb 2016	Finding
numerous granuloma					13 Feb 2020	Finding
numerous inflammatory granulomas					13 Feb 2020	Finding
Numerous nevi	Human Phenotype Ontology	C1849677	HP:0001054		16 Feb 2016	Finding
Numerous pigmented freckles	Human Phenotype Ontology	C1968565	HP:0007587		16 Feb 2016	Finding
numerous shoutings					01 Oct 2020	Finding
Nummular pigmentation of the retina	Human Phenotype Ontology	C4072990	HP:0030505		16 Feb 2016	Finding
Nut midline carcinoma	MONDO	C1707291	MONDO:0005563		17 Apr 2020	Disease
Nutmeg liver	MONDO	C0156195	MONDO:0001788		17 Apr 2020	Disease
Nutritional biotin deficiency	MONDO		MONDO:0000461		17 Apr 2020	Disease
Nutritional deficiency disease	MONDO		MONDO:0006873		17 Apr 2020	Disease
Nutritional disorder	MONDO	C3714509	MONDO:0005137		17 Apr 2020	Disease
